sinistro	data	horario	uf_ocorrencia	mercadoria	origem_uf	destino_uf	faixa_valor_carga	vinculo_motorista	local_ocorrencia
Roubo/Furto	2017-05-09	Manhã	RJ	Confecção/Tecido/Fios	SP	RJ	2	S/Comprovação	BR 116
Roubo/Furto	2017-05-09	Manhã	SP	Papel	SP	SP	1	S/Comprovação	BR 381
Roubo/Furto	2017-05-14	Manhã	BA	Bebidas	PE	RJ	3	S/Comprovação	BR 116
Roubo/Furto	2017-05-18	Madrugada	SP	Alumínio	SC	SP	2	S/Comprovação	BR 116
Roubo/Furto	2017-05-18	Noite	MG	Hig/Limp/Cosm	MG	SP	1	S/Comprovação	BR 381
Roubo/Furto	2017-05-20	Noite	MG	Químico	MG	SP	2	S/Comprovação	BR 381
Roubo/Furto	2017-05-22	Madrugada	SP	Artigo Esportivo	SP	SP	5	S/Comprovação	SP 017
Roubo/Furto	2017-05-24	Madrugada	GO	Hig/Limp/Cosm	SP	GO	1	S/Comprovação	BR 153
Roubo/Furto	2017-05-24	Manhã	SP	Calçados	SP	SP	4	S/Comprovação	SP 330
Roubo/Furto	2017-05-24	Manhã	SP	Eletrônicos	SP	SP	3	S/Comprovação	SP 330
Roubo/Furto	2017-05-24	Noite	RJ	Frigorífico	GO	RJ	2	S/Comprovação	BR 116
Roubo/Furto	2017-05-25	Manhã	SP	Combustível	SP	SP	1	S/Comprovação	SP 225
Roubo/Furto	2017-05-26	Manhã	RJ	Frigorífico	MT	RJ	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-28	Madrugada	PB	Hig/Limp/Cosm	PE	CE	1	S/Comprovação	BR 230
Roubo/Furto	2017-05-29	Tarde	RJ	Minério	MG	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-30	Madrugada	BA	Papel	MS	BA	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-30	Manhã	RJ	Confecção/Tecido/Fios	RJ	RJ	3	S/Comprovação	BR 101
Roubo/Furto	2017-05-30	Manhã	SP	E-Commerce	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-30	Noite	MG	Aço/Ferro	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2017-05-31	Madrugada	SP	E-Commerce	SP	SP	1	S/Comprovação	BR 116
Roubo/Furto	2017-05-31	Manhã	SP	Pneus	SC	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-06-02	Madrugada	MG	Tinta/Verniz	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2017-06-02	Tarde	AM	Calçados	SP	PA	2	S/Comprovação	Incerto
Roubo/Furto	2017-06-04	Manhã	RJ	Hig/Limp/Cosm	SP	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-06-05	Madrugada	GO	Alimentício	SP	PA	1	S/Comprovação	BR 153
Roubo/Furto	2017-06-05	Tarde	RJ	Minério	MG	RJ	2	S/Comprovação	SP 310
Roubo/Furto	2017-06-09	Noite	MG	Combustível	SP	GO	1	S/Comprovação	BR 153
Roubo/Furto	2017-06-12	Madrugada	SP	Confecção/Tecido/Fios	SC	SP	1	S/Comprovação	Incerto
Roubo/Furto	2017-06-19	Manhã	RJ	Confecção/Tecido/Fios	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-06-20	Manhã	SP	Celulares	SP	SP	2	S/Comprovação	BR 116
Roubo/Furto	2017-06-21	Noite	PB	Hig/Limp/Cosm	PE	CE	1	S/Comprovação	BR 101
Roubo/Furto	2017-06-23	Manhã	MG	Eletrônicos	SP	MG	4	S/Comprovação	BR 381
Roubo/Furto	2017-06-26	Manhã	GO	Hig/Limp/Cosm	SP	GO	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-06-26	Manhã	SP	Celulares	SP	SP	3	S/Comprovação	SP 070
Roubo/Furto	2017-06-28	Madrugada	SE	Hig/Limp/Cosm	SP	PE	3	S/Comprovação	BR 101
Roubo/Furto	2017-06-29	Noite	RJ	Frigorífico	MG	RJ	2	S/Comprovação	BR 040
Roubo/Furto	2017-06-29	Tarde	RJ	Confecção/Tecido/Fios	SP	RJ	3	S/Comprovação	BR 116
Roubo/Furto	2017-06-30	Noite	SP	E-Commerce	SP	SP	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-07-03	Manhã	SP	Celulares	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-07-11	Madrugada	RJ	Geral	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2017-07-11	Noite	AL	Hig/Limp/Cosm	SP	PE	3	S/Comprovação	BR 101
Roubo/Furto	2017-07-12	Madrugada	SP	Calçados	SP	SP	2	S/Comprovação	SP 330
Roubo/Furto	2017-07-14	Noite	MG	Eletrônicos	SP	MG	4	S/Comprovação	BR 050
Roubo/Furto	2017-07-16	Madrugada	TO	Hig/Limp/Cosm	SP	MA	4	S/Comprovação	BR 153
Roubo/Furto	2017-07-18	Manhã	RJ	Celulares	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-07-19	Manhã	GO	Combustível	GO	DF	1	S/Comprovação	BR 153
Roubo/Furto	2017-07-21	Madrugada	MG	Hig/Limp/Cosm	SP	GO	5	S/Comprovação	BR 153
Roubo/Furto	2017-07-22	Noite	MG	Eletrônicos	PA	SP	5	S/Comprovação	BR 153
Roubo/Furto	2017-07-22	Tarde	GO	Defensivo Agrícola	SP	MT	2	S/Comprovação	GO 320
Roubo/Furto	2017-07-26	Madrugada	RJ	Geral	SP	RJ	4	S/Comprovação	BR 116
Roubo/Furto	2017-07-26	Noite	GO	Combustível	SP	GO	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-07-26	Noite	GO	Hig/Limp/Cosm	SP	GO	5	S/Comprovação	BR 153
Roubo/Furto	2017-07-28	Manhã	SP	Eletrônicos	SP	SP	4	S/Comprovação	SP 065
Roubo/Furto	2017-07-29	Madrugada	AL	Químico	PE	SE	1	S/Comprovação	BR 101
Roubo/Furto	2017-07-31	Madrugada	BA	Hig/Limp/Cosm	SP	PE	1	S/Comprovação	BR 116
Roubo/Furto	2017-08-02	Tarde	PI	Hig/Limp/Cosm	SP	PI	3	S/Comprovação	BR 343
Roubo/Furto	2017-08-02	Tarde	PI	Hig/Limp/Cosm	SP	PI	4	S/Comprovação	BR 343
Roubo/Furto	2017-08-05	Tarde	SP	Combustível	SP	GO	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-08-16	Noite	MG	Hig/Limp/Cosm	SP	RN	3	S/Comprovação	BR 050
Roubo/Furto	2017-08-18	Manhã	SP	Aço/Ferro	SC	MT	1	S/Comprovação	BR 153
Roubo/Furto	2017-08-18	Noite	BA	Hig/Limp/Cosm	SP	PE	1	S/Comprovação	BR 101
Roubo/Furto	2017-08-18	Noite	SP	E-Commerce	SP	SP	1	S/Comprovação	SP 015
Roubo/Furto	2017-08-19	Manhã	SP	Alumínio	PR	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-08-19	Manhã	SP	Combustível	SP	MT	1	S/Comprovação	SP 332
Roubo/Furto	2017-08-22	Noite	SP	Hig/Limp/Cosm	SP	SP	4	S/Comprovação	SP 065
Roubo/Furto	2017-08-29	Tarde	SP	Hig/Limp/Cosm	SP	SP	3	S/Comprovação	SP 330
Roubo/Furto	2017-09-03	Tarde	RJ	Frigorífico	MT	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-09-09	Tarde	RS	Frigorífico	RS	SP	2	S/Comprovação	BR 287
Roubo/Furto	2017-09-10	Tarde	RJ	Frigorífico	RO	RJ	3	S/Comprovação	BR 116
Roubo/Furto	2017-09-13	Tarde	SP	Específicas	SP	PR	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-09-14	Manhã	RN	Hig/Limp/Cosm	PE	RN	1	S/Comprovação	BR 101
Roubo/Furto	2017-09-14	Tarde	SP	Alumínio	SP	PR	3	S/Comprovação	BR 116
Roubo/Furto	2017-09-17	Tarde	BA	Doces/Chocolate	RS	PE	2	S/Comprovação	BR 116
Roubo/Furto	2017-09-18	Noite	CE	Alimentício	CE	AL	1	S/Comprovação	BR 304
Roubo/Furto	2017-09-27	Noite	GO	Hig/Limp/Cosm	SP	GO	3	S/Comprovação	BR 153
Roubo/Furto	2017-09-28	Noite	EX	Laticínios	EX	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-09-28	Tarde	MG	Eletrônicos	SP	GO	3	S/Comprovação	BR 050
Roubo/Furto	2017-09-29	Noite	SP	Eletrônicos	SP	SP	5	S/Comprovação	SP 065
Roubo/Furto	2017-09-29	Noite	TO	Eletrônicos	PA	MG	5	S/Comprovação	BR 153
Roubo/Furto	2017-09-29	Tarde	SP	Alumínio	SC	SP	3	S/Comprovação	BR 116
Roubo/Furto	2017-10-01	Noite	PI	Hig/Limp/Cosm	SP	PI	4	S/Comprovação	BR 230
Roubo/Furto	2017-10-03	Noite	SP	Veículo	SP	PE	2	S/Comprovação	BR 381
Roubo/Furto	2017-10-05	Noite	MG	Combustível	GO	MG	1	S/Comprovação	BR 040
Roubo/Furto	2017-10-07	Madrugada	MG	Defensivo Agrícola	SP	BA	4	S/Comprovação	BR 050
Roubo/Furto	2017-10-09	Madrugada	MG	Específicas	MG	MG	1	S/Comprovação	BR 262
Roubo/Furto	2017-10-09	Manhã	MG	Específicas	MG	MG	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-10-18	Noite	MG	Calçados	MG	PE	4	S/Comprovação	MG 135
Roubo/Furto	2017-10-19	Manhã	MT	Algodão	MT	SP	2	S/Comprovação	BR 364
Roubo/Furto	2017-10-23	Tarde	RJ	Alimentício	PA	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2017-10-24	Noite	PE	Hig/Limp/Cosm	PE	AL	1	S/Comprovação	BR 101
Roubo/Furto	2017-10-24	Noite	RJ	Óleo Lubrificante	RJ	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-10-27	Madrugada	RJ	Eletrônicos	PA	SP	5	S/Comprovação	BR 101
Roubo/Furto	2017-10-30	Noite	SP	Celulares	SP	SP	5	S/Comprovação	SP 065
Roubo/Furto	2017-11-01	Noite	MG	Específicas	MG	MG	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-11-05	Manhã	RJ	Frigorífico	MT	RJ	2	S/Comprovação	BR 116
Roubo/Furto	2017-11-05	Manhã	RJ	Frigorífico	SP	RJ	2	S/Comprovação	BR 116
Roubo/Furto	2017-11-12	Manhã	RJ	Específicas	SP	RJ	4	S/Comprovação	BR 040
Roubo/Furto	2017-11-14	Madrugada	PR	Hig/Limp/Cosm	MG	SC	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-11-14	Madrugada	PR	Hig/Limp/Cosm	MG	PR	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-11-16	Noite	RJ	Material Elétrico	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2017-11-17	Manhã	MG	E-Commerce	MG	MG	2	S/Comprovação	BR 262
Roubo/Furto	2017-11-17	Manhã	SP	Combustível	SP	SP	1	S/Comprovação	SP 330
Roubo/Furto	2017-11-20	Manhã	MG	Específicas	MG	MG	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-11-20	Noite	SP	E-Commerce	SP	SP	2	S/Comprovação	SP 300
Roubo/Furto	2017-11-20	Tarde	MG	Eletrônicos	SP	MG	3	S/Comprovação	BR 050
Roubo/Furto	2017-11-22	Tarde	RJ	Hig/Limp/Cosm	MG	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-11-23	Manhã	PB	Hig/Limp/Cosm	SP	RN	4	S/Comprovação	BR 101
Roubo/Furto	2017-11-23	Manhã	PB	Hig/Limp/Cosm	SP	RN	3	S/Comprovação	BR 101
Roubo/Furto	2017-11-29	Madrugada	RJ	Bebidas	ES	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-12-02	Madrugada	SP	E-Commerce	SP	RS	4	S/Comprovação	Incerto
Roubo/Furto	2017-12-05	Madrugada	SP	Hig/Limp/Cosm	SP	MG	1	S/Comprovação	SP 330
Roubo/Furto	2017-12-05	Tarde	MG	Frigorífico	TO	SP	1	S/Comprovação	BR 153
Roubo/Furto	2017-12-06	Manhã	PE	E-Commerce	PE	BA	3	S/Comprovação	BR 101
Roubo/Furto	2017-12-06	Noite	RJ	Confecção/Tecido/Fios	RJ	SP	3	S/Comprovação	BR 116
Roubo/Furto	2017-12-06	Noite	TO	Hig/Limp/Cosm	GO	PA	4	S/Comprovação	BR 153
Roubo/Furto	2017-12-13	Madrugada	SP	Polímeros	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2017-12-13	Noite	SP	Hig/Limp/Cosm	MG	PR	3	S/Comprovação	SP 354
Roubo/Furto	2017-12-14	Madrugada	PA	Eletrônicos	AM	MG	5	S/Comprovação	Incerto
Roubo/Furto	2017-12-14	Manhã	SP	Celulares	SP	SP	1	S/Comprovação	SP 065
Roubo/Furto	2017-12-18	Noite	SP	Químico	MG	SP	1	S/Comprovação	SP 065
Roubo/Furto	2017-12-19	Madrugada	SP	Eletrônicos	SP	SP	5	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-12-25	Noite	PB	Hig/Limp/Cosm	PE	CE	2	S/Comprovação	BR 101
Roubo/Furto	2017-12-27	Noite	MA	Óleo Comestível	GO	PI	1	S/Comprovação	BR 226
Roubo/Furto	2017-12-27	Tarde	RJ	Maquinário	SP	ES	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-12-29	Noite	PE	Hig/Limp/Cosm	PE	PE	1	S/Comprovação	BR 101
Roubo/Furto	2018-01-18	Madrugada	MG	Aço/Ferro	SC	MG	3	S/Comprovação	BR 381
Roubo/Furto	2018-01-19	Manhã	SP	Eletrônicos	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-01-19	Manhã	SP	Eletrônicos	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-01-21	Manhã	PE	Hig/Limp/Cosm	PE	RN	1	S/Comprovação	BR 101
Roubo/Furto	2018-01-25	Noite	BA	Combustível	PE	MG	1	S/Comprovação	BR 116
Roubo/Furto	2018-01-26	Noite	RJ	Específicas	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-01-30	Tarde	SP	Laticínios	PR	RJ	2	S/Comprovação	SP 021
Roubo/Furto	2018-01-31	Madrugada	RJ	Confecção/Tecido/Fios	RJ	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2018-02-05	Madrugada	BA	Hig/Limp/Cosm	SP	PE	3	S/Comprovação	BR 116
Roubo/Furto	2018-02-06	Manhã	SP	Polímeros	SC	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-02-08	Noite	SP	Polímeros	SP	MG	1	S/Comprovação	SP 021
Roubo/Furto	2018-02-09	Manhã	SP	Veículo	MG	SC	3	S/Comprovação	BR 116
Roubo/Furto	2018-02-10	Manhã	RJ	Frigorífico	SP	RJ	3	S/Comprovação	BR 116
Roubo/Furto	2018-02-13	Madrugada	SP	Autopeças	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-02-15	Noite	PE	Eletrônicos	SP	PE	4	S/Comprovação	BR 101
Roubo/Furto	2018-02-15	Noite	SP	Autopeças	SP	PR	5	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-02-18	Noite	AL	Hig/Limp/Cosm	PE	SE	3	S/Comprovação	BR 101
Roubo/Furto	2018-02-18	Noite	RJ	Eletrônicos	SC	RJ	4	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-02-19	Madrugada	SP	Polímeros	RJ	SP	1	S/Comprovação	SP 065
Roubo/Furto	2018-02-20	Manhã	RJ	Celulares	RJ	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2018-02-20	Tarde	SP	Fios/Cabos	SC	MS	1	S/Comprovação	SP 015
Roubo/Furto	2018-02-21	Madrugada	SP	Aço/Ferro	RJ	SP	1	S/Comprovação	BR 116
Roubo/Furto	2018-02-21	Noite	MG	Café	ES	SP	2	S/Comprovação	BR 381
Roubo/Furto	2018-02-28	Tarde	SP	Geral	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-03-02	Madrugada	PR	Pescado	SC	CE	2	S/Comprovação	BR 376
Roubo/Furto	2018-03-02	Madrugada	RN	Hig/Limp/Cosm	PE	CE	1	S/Comprovação	BR 304
Roubo/Furto	2018-03-02	Madrugada	SP	Combustível	PR	ES	1	S/Comprovação	BR 116
Roubo/Furto	2018-03-07	Manhã	SP	Combustível	SP	GO	1	S/Comprovação	SP 332
Roubo/Furto	2018-03-08	Noite	SP	Polímeros	SP	BA	1	S/Comprovação	SP 065
Roubo/Furto	2018-03-15	Madrugada	MG	Aço/Ferro	MG	MG	1	S/Comprovação	BR 381
Roubo/Furto	2018-03-21	Madrugada	SP	Combustível	SP	SP	1	S/Comprovação	SP 348
Roubo/Furto	2018-03-21	Tarde	MG	Eletrônicos	SP	MG	2	S/Comprovação	BR 381
Roubo/Furto	2018-03-22	Manhã	SP	Polímeros	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-03-26	Noite	SP	Específicas	SP	SP	1	S/Comprovação	SP 015
Roubo/Furto	2018-03-27	Madrugada	PR	Aço/Ferro	MG	SC	1	S/Comprovação	BR 116
Roubo/Furto	2018-03-27	Madrugada	SP	Polímeros	AL	SP	1	S/Comprovação	BR 381
Roubo/Furto	2018-03-28	Noite	PB	Hig/Limp/Cosm	PE	RN	1	S/Comprovação	BR 101
Roubo/Furto	2018-04-02	Noite	PB	Hig/Limp/Cosm	PE	PB	1	S/Comprovação	BR 101
Roubo/Furto	2018-04-02	Tarde	RJ	Alimentício	MG	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-04-03	Tarde	SP	Químico	SP	SP	5	S/Comprovação	SP 310
Roubo/Furto	2018-04-05	Manhã	PE	Alimentício	PE	PE	1	S/Comprovação	BR 101
Roubo/Furto	2018-04-06	Noite	SP	Papel	SP	PE	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-04-09	Madrugada	SC	Confecção/Tecido/Fios	SC	SC	3	S/Comprovação	SC 415
Roubo/Furto	2018-04-09	Manhã	SP	Frigorífico	MS	SP	1	S/Comprovação	SP 021
Roubo/Furto	2018-04-10	Tarde	PE	Alimentício	SP	CE	1	S/Comprovação	BR 116
Roubo/Furto	2018-04-12	Madrugada	GO	Medicamento	GO	GO	4	S/Comprovação	GO 020
Roubo/Furto	2018-04-12	Madrugada	GO	Medicamento	GO	GO	1	S/Comprovação	GO 020
Roubo/Furto	2018-04-12	Madrugada	SP	Cobre	SC	SP	5	S/Comprovação	BR 116
Roubo/Furto	2018-04-19	Tarde	SP	Confecção/Tecido/Fios	SP	SP	3	S/Comprovação	SP 021
Roubo/Furto	2018-04-23	Noite	SP	Hig/Limp/Cosm	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-04-24	Noite	SP	Hig/Limp/Cosm	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-04-25	Noite	MG	Hig/Limp/Cosm	SP	PE	4	S/Comprovação	BR 251
Roubo/Furto	2018-04-27	Manhã	RJ	Específicas	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-04-27	Manhã	SP	Celulares	SP	SP	3	S/Comprovação	SP 065
Roubo/Furto	2018-05-05	Tarde	SP	Veículo	PR	ES	2	S/Comprovação	BR 116
Roubo/Furto	2018-05-07	Noite	BA	Confecção/Tecido/Fios	RJ	AL	4	S/Comprovação	BR 101
Roubo/Furto	2018-05-09	Noite	MG	Polímeros	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2018-05-10	Noite	SP	Combustível	SP	SP	1	S/Comprovação	BR 348
Roubo/Furto	2018-05-11	Manhã	SP	Confecção/Tecido/Fios	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-05-14	Manhã	SP	Medicamento	SP	SP	3	S/Comprovação	SP 021
Roubo/Furto	2018-05-15	Manhã	MT	Tratores/Empilhadeiras	SP	MT	3	S/Comprovação	BR 364
Roubo/Furto	2018-05-17	Manhã	SP	Veículo	SP	PR	3	S/Comprovação	SP 021
Roubo/Furto	2018-05-18	Noite	SP	Polímeros	RJ	PR	1	S/Comprovação	BR 116
Roubo/Furto	2018-05-19	Manhã	EX	Frigorífico	RO	EX	3	S/Comprovação	Exterior
Roubo/Furto	2018-05-20	Tarde	SC	Pescado	SC	RJ	3	S/Comprovação	BR 101
Roubo/Furto	2018-05-22	Tarde	SP	Confecção/Tecido/Fios	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-05-29	Manhã	EX	Frigorífico	GO	EX	3	S/Comprovação	Exterior
Roubo/Furto	2018-05-31	Tarde	PE	Hig/Limp/Cosm	PE	SE	3	S/Comprovação	BR 101
Roubo/Furto	2018-06-04	Madrugada	SP	Medicamento	SP	SP	3	S/Comprovação	SP 280
Roubo/Furto	2018-06-09	Manhã	TO	Tratores/Empilhadeiras	MG	AM	4	S/Comprovação	BR 153
Roubo/Furto	2018-06-11	Madrugada	SC	Hig/Limp/Cosm	EX	SP	4	S/Comprovação	BR 101
Roubo/Furto	2018-06-11	Noite	AL	Hig/Limp/Cosm	PE	BA	1	S/Comprovação	BR 101
Roubo/Furto	2018-06-16	Madrugada	RJ	Eletrônicos	ES	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-06-20	Tarde	EX	Frigorífico	SP	EX	3	S/Comprovação	Exterior
Roubo/Furto	2018-06-26	Manhã	SP	Veículo	SP	MG	2	S/Comprovação	BR 381
Roubo/Furto	2018-06-26	Tarde	RJ	Óleo Lubrificante	RJ	RJ	1	S/Comprovação	Incerto
Roubo/Furto	2018-06-28	Noite	SP	Laticínios	SC	SP	1	S/Comprovação	BR 116
Roubo/Furto	2018-07-05	Noite	RJ	Específicas	SP	RJ	4	S/Comprovação	BR 116
Roubo/Furto	2018-07-05	Noite	SC	Específicas	SC	SP	2	S/Comprovação	BR 470
Roubo/Furto	2018-07-07	Madrugada	RJ	E-Commerce	RJ	RJ	3	S/Comprovação	BR 101
Roubo/Furto	2018-07-13	Madrugada	EX	Calçados	EX	BA	1	S/Comprovação	Exterior
Roubo/Furto	2018-07-24	Manhã	RS	Específicas	RS	RS	1	S/Comprovação	BR 290
Roubo/Furto	2018-07-28	Manhã	SP	Específicas	SP	SP	2	S/Comprovação	SP 330
Roubo/Furto	2018-07-31	Noite	CE	Bebidas	SP	CE	2	S/Comprovação	BR 116
Roubo/Furto	2018-08-01	Tarde	PE	Específicas	PE	BA	2	S/Comprovação	BR 332
Roubo/Furto	2018-08-02	Madrugada	RJ	Específicas	RS	RJ	2	S/Comprovação	BR 101
Roubo/Furto	2018-08-05	Noite	PE	Hig/Limp/Cosm	PE	CE	2	S/Comprovação	PE 062
Roubo/Furto	2018-08-06	Madrugada	RJ	Hig/Limp/Cosm	SP	ES	1	S/Comprovação	BR 393
Roubo/Furto	2018-08-07	Tarde	SP	Veículo	MG	PR	3	S/Comprovação	BR 381
Roubo/Furto	2018-08-09	Madrugada	PR	Frigorífico	MS	RS	1	S/Comprovação	BR 116
Roubo/Furto	2018-08-10	Tarde	GO	Calçados	SP	GO	3	S/Comprovação	BR 153
Roubo/Furto	2018-08-13	Madrugada	MG	Autopeças	SP	MG	5	S/Comprovação	BR 381
Roubo/Furto	2018-08-16	Madrugada	PE	Hig/Limp/Cosm	PE	SE	1	S/Comprovação	BR 101
Roubo/Furto	2018-08-16	Tarde	SP	Frigorífico	TO	RJ	3	S/Comprovação	SP 065
Roubo/Furto	2018-08-22	Manhã	RJ	Hig/Limp/Cosm	MG	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-08-22	Noite	BA	Café	BA	CE	2	S/Comprovação	BR 116
Roubo/Furto	2018-08-22	Noite	SP	Combustível	SP	SP	1	S/Comprovação	SP 225
Roubo/Furto	2018-08-23	Madrugada	SP	Veículo	SP	MG	2	S/Comprovação	BR 116
Roubo/Furto	2018-08-23	Manhã	RJ	Confecção/Tecido/Fios	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-08-24	Madrugada	RJ	Confecção/Tecido/Fios	RJ	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-08-24	Madrugada	SP	Veículo	SP	MG	3	S/Comprovação	BR 381
Roubo/Furto	2018-08-27	Madrugada	SP	Brinquedos	SP	PR	1	S/Comprovação	SP 021
Roubo/Furto	2018-08-28	Tarde	SP	Veículo	SP	PR	2	S/Comprovação	BR 116
Roubo/Furto	2018-08-30	Manhã	PR	Específicas	PR	PR	1	S/Comprovação	BR 376
Roubo/Furto	2018-08-30	Noite	PE	Alimentício	PE	RJ	1	S/Comprovação	BR 232
Roubo/Furto	2018-08-31	Noite	SP	Específicas	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-09-04	Manhã	SP	Específicas	SP	RN	2	S/Comprovação	BR 381
Roubo/Furto	2018-09-10	Madrugada	SP	Frigorífico	GO	SP	4	S/Comprovação	SP 270
Roubo/Furto	2018-09-10	Noite	BA	Específicas	CE	GO	4	S/Comprovação	BR 020
Roubo/Furto	2018-09-12	Madrugada	SP	Café	MG	SP	2	S/Comprovação	BR 116
Roubo/Furto	2018-09-17	Madrugada	SP	Específicas	SP	PR	4	S/Comprovação	BR 374
Roubo/Furto	2018-09-18	Madrugada	SP	Laticínios	GO	SP	1	S/Comprovação	SP 330
Roubo/Furto	2018-09-19	Manhã	SP	Veículo	PR	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-09-22	Noite	DF	Defensivo Agrícola	SP	BA	5	S/Comprovação	BR 020
Roubo/Furto	2018-09-24	Madrugada	SP	Frigorífico	GO	SP	1	S/Comprovação	SP 348
Roubo/Furto	2018-09-24	Manhã	GO	Confecção/Tecido/Fios	SP	GO	3	S/Comprovação	BR 452
Roubo/Furto	2018-09-24	Noite	CE	Calçados	CE	CE	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-09-25	Manhã	CE	Celulares	CE	CE	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-09-26	Madrugada	SP	Específicas	GO	RJ	1	S/Comprovação	SP 065
Roubo/Furto	2018-09-26	Manhã	PR	Bebidas	SC	RJ	1	S/Comprovação	BR 376
Roubo/Furto	2018-09-29	Tarde	GO	Frigorífico	GO	EX	3	S/Comprovação	BR 452
Roubo/Furto	2018-10-02	Noite	SP	Autopeças	SP	SP	4	S/Comprovação	SP 248
Roubo/Furto	2018-10-02	Noite	SP	Específicas	MG	SP	5	S/Comprovação	BR 381
Roubo/Furto	2018-10-03	Tarde	SP	Calçados	MG	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-10-05	Manhã	RJ	Hig/Limp/Cosm	SP	RJ	3	S/Comprovação	BR 101
Roubo/Furto	2018-10-07	Tarde	SP	Eletrônicos	SP	ES	3	S/Comprovação	SP 015
Roubo/Furto	2018-10-08	Noite	MG	Confecção/Tecido/Fios	RJ	MA	4	S/Comprovação	BR 116
Roubo/Furto	2018-10-09	Manhã	RJ	Alimentício	RJ	RJ	1	S/Comprovação	Incerto
Roubo/Furto	2018-10-18	Madrugada	SP	Geral	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-10-19	Madrugada	PB	Específicas	PE	PB	1	S/Comprovação	BR 101
Roubo/Furto	2018-10-19	Noite	SP	Alumínio	SP	SP	1	S/Comprovação	BR 116
Roubo/Furto	2018-10-20	Tarde	PE	Alimentício	PE	MA	2	S/Comprovação	BR 232
